!gpi-version: 1.1
!namespace: dictyBase
DDB_G0287585	rgaA	protein kinase SplB	RIP2|DG1029|IQGAP1|iqgA|DGAP1|rasGAP|rasGAP1	gene	taxon:44689		UniProtKB:Q54K32|UniProtKB:Q54K32|UniProtKB:Q54K32|UniProtKB:Q54K32	
DDB_G0287611	DDB_G0287611			gene	taxon:44689		UniProtKB:Q54K45|UniProtKB:Q54K45	
DDB_G0287613	DDB_G0287613			gene	taxon:44689		UniProtKB:Q54K44|UniProtKB:Q54K44	
DDB_G0287623	DDB_G0287623			gene	taxon:44689		UniProtKB:Q54K37|UniProtKB:Q54K37	
DDB_G0287633	DDB_G0287633	Retinal dehydrogenase 1		gene	taxon:44689		UniProtKB:Q54K21|UniProtKB:Q54K21	
DDB_G0287637	mybD	Retinal dehydrogenase 1		gene	taxon:44689		UniProtKB:Q54K19|UniProtKB:Q54K19	
DDB_G0287703	DDB_G0287703			gene	taxon:44689		UniProtKB:Q54K04|UniProtKB:Q54K04	
DDB_G0287711	DDB_G0287711	Retinal dehydrogenase 1		gene	taxon:44689		UniProtKB:Q54K00|UniProtKB:Q54K00	
DDB_G0287731	DDB_G0287731	protein kinase SplB		gene	taxon:44689		UniProtKB:Q54JY8|UniProtKB:Q54JY8	
DDB_G0287751	DDB_G0287751	nuclear transport factor 2		gene	taxon:44689		UniProtKB:Q54JX5|UniProtKB:Q54JX5	
DDB_G0287761	DDB_G0287761			gene	taxon:44689		UniProtKB:Q54JW7|UniProtKB:Q54JW7	
DDB_G0287779	arpG	Retinal dehydrogenase 1	Arp8|Actr8	gene	taxon:44689		UniProtKB:Q54JV5|UniProtKB:Q54JV5	
DDB_G0287839	DDB_G0287839	Retinal dehydrogenase 1		gene	taxon:44689		UniProtKB:Q54JR3|UniProtKB:Q54JR3	
DDB_G0287849	trxD	stress-associated endoplasmic reticulum protein		gene	taxon:44689		UniProtKB:Q1ZXE0|UniProtKB:Q1ZXE0|UniProtKB:Q1ZXE0	
DDB_G0287851	DDB_G0287851	Retinal dehydrogenase 1		gene	taxon:44689		UniProtKB:Q54JQ2|UniProtKB:Q54JQ2	
DDB_G0287865	DDB_G0287865			gene	taxon:44689		UniProtKB:Q54JQ0	
DDB_G0287877	DDB_G0287877			gene	taxon:44689		UniProtKB:Q54JX9|UniProtKB:Q54JX9	
DDB_G0287881	exoc5	Retinal dehydrogenase 1	sec10	gene	taxon:44689		UniProtKB:B0G163|UniProtKB:B0G163|UniProtKB:B0G163	
DDB_G0287891	bms1l	stress-associated endoplasmic reticulum protein		gene	taxon:44689		UniProtKB:Q54JS8|UniProtKB:Q54JS8	
DDB_G0287909	DDB_G0287909			gene	taxon:44689		UniProtKB:Q54JP7|UniProtKB:Q54JP7	
DDB_G0287919	DDB_G0287919			gene	taxon:44689			
DDB_G0287951	DDB_G0287951	nuclear transport factor 2		gene	taxon:44689		UniProtKB:Q54JM6|UniProtKB:Q54JM6	
DDB_G0287973	DDB_G0287973			gene	taxon:44689		UniProtKB:Q54JL5|UniProtKB:Q54JL5	
DDB_G0287991	DDB_G0287991			gene	taxon:44689		UniProtKB:Q54JK5|UniProtKB:Q54JK5	
DDB_G0287995	rplp1B	Retinal dehydrogenase 1		gene	taxon:44689		UniProtKB:Q54JK3|UniProtKB:Q54JK3	
DDB_G0288007	DDB_G0288007	Retinal dehydrogenase 1		gene	taxon:44689		UniProtKB:Q54JJ7|UniProtKB:Q54JJ7	
DDB_G0288097	DDB_G0288097	Retinal dehydrogenase 1		gene	taxon:44689		UniProtKB:Q54JE7|UniProtKB:Q54JE7	
DDB_G0288105	oxct	Retinal dehydrogenase 1		gene	taxon:44689		UniProtKB:Q54JD9|UniProtKB:Q54JD9	
DDB_G0288109	DDB_G0288109	nuclear transport factor 2		gene	taxon:44689		UniProtKB:Q54JG9|UniProtKB:Q54JG9	
DDB_G0288115	DDB_G0288115			gene	taxon:44689			
DDB_G0288149	DDB_G0288149	nuclear transport factor 2		gene	taxon:44689		UniProtKB:Q54JC6|UniProtKB:Q54JC6	
DDB_G0288165	DDB_G0288165	protein kinase SplB		gene	taxon:44689		UniProtKB:Q54JB6|UniProtKB:Q54JB6	
DDB_G0288175	DDB_G0288175	Retinal dehydrogenase 1		gene	taxon:44689		UniProtKB:Q54JC5|UniProtKB:Q54JC5	
DDB_G0288185	DDB_G0288185	Retinal dehydrogenase 1	sigN139	gene	taxon:44689		UniProtKB:Q54JB1|UniProtKB:Q54JB1	
DDB_G0288197	sibD			gene	taxon:44689		UniProtKB:Q54JA4|UniProtKB:Q54JA4	
DDB_G0288211	DDB_G0288211	nuclear transport factor 2		gene	taxon:44689		UniProtKB:Q54J93|UniProtKB:Q54J93	
