DBP0000034	9668968
DBP0000098	10669414
DBP0000099	11264536
DBP0000100	12532328
DBP0000100	14740492
DBP0000101	8567716
DBP0000102	14740492
DBP0000103	2832153
DBP0000103	7846143
DBP0000104	15632431
DBP0000105	15632431
DBP0000106	10651904
DBP0000106	15259052
DBP0000107	10651904
DBP0000107	15259052
DBP0000011	11078649
DBP0000012	12952059
DBP0000012	7557400
DBP0000012	3244804
DBP0000013	15606490
DBP0000014	15606490
DBP0000015	15606490
DBP0000016	15606490
DBP0000017	11726513
DBP0000018	11726513
DBP0000020	8288619
DBP0000022	8120068
DBP0000022	9620859
DBP0000023	11264536
DBP0000023	8288619
DBP0000025	1648967
DBP0000027	8793298
DBP0000031	7557400
DBP0000035	9668968
DBP0000036	10732710
DBP0000037	10732710
DBP0000038	10732710
DBP0000039	3443054
DBP0000039	3658700
DBP0000039	8016318
DBP0000040	3443054
DBP0000040	3658700
DBP0000040	8016318
DBP0000041	7811269
DBP0000041	8234487
DBP0000043	3047871
DBP0000044	10903439
DBP0000045	10903439
DBP0000046	7553878
DBP0000048	1728597
DBP0000048	1586944
DBP0000117	2198542
DBP0000108	15259052
DBP0000019	8288619
DBP0000021	1348970
DBP0000021	2813371
DBP0000118	1475184
DBP0000118	2196444
DBP0000118	8464730
DBP0000119	2546056
DBP0000120	2546056
DBP0000121	7691416
DBP0000121	11078649
DBP0000121	10777684
DBP0000122	11078649
DBP0000123	11078649
DBP0000123	10777684
DBP0000124	8631493
DBP0000125	1730409
DBP0000126	1730409
DBP0000127	8620848
DBP0000128	8620848
DBP0000129	1730409
DBP0000047	8223266
DBP0000047	7553878
DBP0000051	1879341
DBP0000051	2044155
DBP0000051	2739736
DBP0000186	12952059
DBP0000187	25460565
DBP0000188	1730409
DBP0000189	11157987
DBP0000191	15367206
DBP0000198	7557400
DBP0000075	8063709
DBP0000076	8063709
DBP0000077	12413896
DBP0000078	9389653
DBP0000079	1348910
DBP0000080	1348970
DBP0000081	15897458
DBP0000082	7949426
DBP0000083	8382181
DBP0000084	8089184
DBP0000084	12413895
DBP0000085	1849108
DBP0000087	1348970
DBP0000088	11410593
DBP0000089	11598203
DBP0000090	12142016
DBP0000091	1348970
DBP0000094	12952059
DBP0000095	12952059
DBP0000096	7557400
DBP0000109	11078649
DBP0000110	11078649
DBP0000111	11078649
DBP0000049	2516830
DBP0000049	2850494
DBP0000049	2044863
DBP0000050	8223266
DBP0000050	2739736
DBP0000050	1879341
DBP0000054	9421912
DBP0000055	9885293
DBP0000056	10896781
DBP0000057	14871937
DBP0000058	9732292
DBP0000058	11683394
DBP0000059	8436297
DBP0000060	10564654
DBP0000061	10564654
DBP0000062	15367206
DBP0000063	7557400
DBP0000064	11598203
DBP0000066	12062103
DBP0000067	12062103
DBP0000068	9778249
DBP0000068	12176327
DBP0000069	12176327
DBP0000070	1648967
DBP0000071	8288619
DBP0000072	11410593
DBP0000074	2358114
DBP0000116	11139635
DBP0000290	12413895
DBP0000290	9389653
DBP0000291	1297341
DBP0000291	3436528
DBP0000292	11854420
DBP0000292	12210762
DBP0000293	12210762
DBP0000294	12210762
DBP0000295	12210762
DBP0000296	12210762
DBP0000297	10953006
DBP0000298	15014435
DBP0000299	14729573
DBP0000300	11956322
DBP0000301	6323917
DBP0000301	2835631
DBP0000302	11264536
DBP0000305	12062104
DBP0000305	15184679
DBP0000307	15809030
DBP0000308	12499361
DBP0000309	16461463
DBP0000310	10953006
DBP0000312	16155255
DBP0000313	17296313
DBP0000315	16410410
DBP0000316	16155255
DBP0000323	7593282
DBP0000325	17296313
DBP0000326	17296313
DBP0000327	17296313
DBP0000328	17296313
DBP0000329	17296313
DBP0000331	17296313
DBP0000333	17296313
DBP0000335	17296313
DBP0000336	10953006
DBP0000336	7557400
DBP0000339	17031001
DBP0000340	17031001
DBP0000341	14736886
DBP0000342	14736886
DBP0000346	12796307
DBP0000330	12796307
DBP0000344	12796307
DBP0000332	12796307
DBP0000348	16713970
DBP0000354	9427292
DBP0000355	14665465
DBP0000356	7926779
DBP0000356	17296313
DBP0000357	17296313
DBP0000364	16336640
DBP0000365	16445684
DBP0000366	12413895
DBP0000367	9226443
DBP0000368	9226443
DBP0000353	8793298
DBP0000369	15511087
DBP0000369	11229601
DBP0000370	15511087
DBP0000370	11229601
DBP0000371	15511087
DBP0000371	11229601
DBP0000373	15511087
DBP0000373	11229601
DBP0000374	15511087
DBP0000374	11229601
DBP0000376	17299592
DBP0000377	17299592
DBP0000378	7691416
DBP0000379	7691416
DBP0000380	7691416
DBP0000381	8552657
DBP0000382	9398679
DBP0000383	9398679
DBP0000384	16155255
DBP0000385	17267449
DBP0000386	7806572
DBP0000387	7821794
DBP0000390	16339076
DBP0000392	16339076
DBP0000396	17567958
DBP0000396	16339076
DBP0000397	17567958
DBP0000397	16339076
DBP0000352	8482418
DBP0000358	16765443
DBP0000359	16765443
DBP0000360	16765443
DBP0000361	16765443
DBP0000362	16765443
DBP0000363	16765443
DBP0000372	15511087
DBP0000372	11229601
DBP0000375	12413895
DBP0000391	16339076
DBP0000393	16339076
DBP0000393	9450992
DBP0000394	16339076
DBP0000395	17567958
DBP0000398	17567958
DBP0000398	16339076
DBP0000399	17567958
DBP0000399	16339076
DBP0000400	17567958
DBP0000400	16339076
DBP0000401	17567958
DBP0000401	16339076
DBP0000402	17567958
DBP0000402	16339076
DBP0000403	15821137
DBP0000112	15527790
DBP0000113	15507488
DBP0000113	15652354
DBP0000115	15507488
DBP0000115	15652354
DBP0000001	15527790
DBP0000002	15483055
DBP0000003	15483055
DBP0000004	15483055
DBP0000005	9382807
DBP0000006	9382807
DBP0000007	9382807
DBP0000008	15507682
DBP0000009	15507682
DBP0000010	12954783
DBP0000199	12952059
DBP0000201	12952059
DBP0000203	12952059
DBP0000204	7557400
DBP0000205	7557400
DBP0000207	12952082
DBP0000208	15987738
DBP0000209	11118648
DBP0000210	15728726
DBP0000211	15728726
DBP0000212	15728726
DBP0000213	16107728
DBP0000347	16713970
DBP0000349	9620859
DBP0000349	9727034
DBP0000214	16107728
DBP0000215	14709810
DBP0000216	14709810
DBP0000216	10570466
DBP0000217	3023365
DBP0000217	2779573
DBP0000218	7844154
DBP0000219	11884033
DBP0000220	11884033
DBP0000221	11963653
DBP0000221	11973270
DBP0000222	8174786
DBP0000222	11973270
DBP0000223	15788570
DBP0000042	1348970
DBP0000024	10811616
DBP0000024	7559391
DBP0000224	8065344
DBP0000225	1518911
DBP0000226	4092928
DBP0000032	8986798
DBP0000228	1326764
DBP0000229	1326764
DBP0000230	1326764
DBP0000231	11884033
DBP0000232	11748133
DBP0000233	9582277
DBP0000234	10970875
DBP0000235	9582277
DBP0000236	10488068
DBP0000237	10488068
DBP0000238	10488068
DBP0000240	10504325
DBP0000240	16138906
DBP0000241	10504325
DBP0000241	16138906
DBP0000242	10504325
DBP0000242	16138906
DBP0000227	7559391
DBP0000243	17296313
DBP0000244	17296313
DBP0000245	16782229
DBP0000246	16079174
DBP0000247	16079174
DBP0000248	10473630
DBP0000249	10473630
DBP0000250	11500376
DBP0000250	15189986
DBP0000251	11500376
DBP0000251	15189986
DBP0000252	1297341
DBP0000252	8754814
DBP0000253	1297341
DBP0000253	8754814
DBP0000254	1297341
DBP0000254	8754814
DBP0000255	7507418
DBP0000255	12186953
DBP0000256	7507418
DBP0000256	12186953
DBP0000257	16003496
DBP0000258	16003496
DBP0000259	16003496
DBP0000260	7507418
DBP0000260	12186953
DBP0000261	11956322
DBP0000262	11956322
DBP0000263	12082150
DBP0000264	10903439
DBP0000265	2198542
DBP0000266	2198542
DBP0000267	2198542
DBP0000268	2198542
DBP0000269	2198542
DBP0000270	2516830
DBP0000270	2044863
DBP0000271	9847246
DBP0000271	7813009
DBP0000272	1728597
DBP0000273	1586944
DBP0000274	1586944
DBP0000275	1586944
DBP0000276	1586944
DBP0000277	1586944
DBP0000278	1586944
DBP0000279	11130075
DBP0000280	10329620
DBP0000281	11004503
DBP0000282	11004503
DBP0000283	11004503
DBP0000284	16573737
DBP0000285	16573737
DBP0000286	16573737
DBP0000287	16573737
DBP0000288	16573737
DBP0000289	12413895
DBP0000289	9389653
DBP0000410	1328260
DBP0000410	8294503
DBP0000445	16469305
DBP0000460	17553170
DBP0000463	17050732
DBP0000466	18372178
DBP0000499	18634783
DBP0000500	18634783
DBP0000501	18634783
DBP0000502	18634783
DBP0000503	18634783
DBP0000505	18634783
DBP0000506	18634783
DBP0000507	16885420
DBP0000507	9245789
DBP0000511	16490188
