DBP0000389,CGM_DDB_JAKOB,2007-09-02 12:26:28,2013-05-26 08:15:16
DBP0000390,CGM_DDB_JAKOB,2007-12-23 14:20:32,2013-05-26 08:09:59
DBP0000392,CGM_DDB_JAKOB,2007-12-23 14:24:20,2013-05-26 08:08:51
DBP0000396,CGM_DDB_JAKOB,2007-12-23 14:39:38,2013-05-26 08:16:13
DBP0000397,CGM_DDB_JAKOB,2007-12-23 14:56:26,2013-05-26 08:17:06
DBP0000352,CGM_DDB_JAKOB,2007-06-01 15:02:07,2019-06-04 15:56:58
DBP0000358,CGM_DDB_JAKOB,2007-06-12 17:36:00,2013-05-24 12:38:39
DBP0000359,CGM_DDB_JAKOB,2007-06-12 17:39:59,2013-05-24 12:39:56
DBP0000360,CGM_DDB_JAKOB,2007-06-12 17:40:20,2013-05-24 12:40:51
DBP0000361,CGM_DDB_JAKOB,2007-06-12 17:41:02,2013-05-24 12:38:54
DBP0000362,CGM_DDB_JAKOB,2007-06-12 17:41:22,2013-05-24 12:39:40
DBP0000363,CGM_DDB_JAKOB,2007-06-12 17:41:47,2013-05-24 12:41:10
DBP0000372,CGM_DDB_JAKOB,2007-07-09 12:57:55,2015-01-21 12:23:04
DBP0000375,CGM_DDB_JAKOB,2007-07-10 13:31:54,2013-01-02 13:21:50
DBP0000391,CGM_DDB_JAKOB,2007-12-23 14:22:51,2013-05-26 08:10:52
DBP0000393,CGM_DDB_JAKOB,2007-12-23 14:25:15,2013-05-26 08:11:56
DBP0000394,CGM_DDB_JAKOB,2007-12-23 14:27:00,2013-05-26 08:12:33
DBP0000395,CGM_DDB_JAKOB,2007-12-23 14:33:12,2013-05-26 08:13:24
DBP0000398,CGM_DDB_JAKOB,2007-12-23 15:01:22,2013-05-26 08:18:28
DBP0000399,CGM_DDB_JAKOB,2007-12-23 15:17:22,2013-05-26 08:17:59
DBP0000400,CGM_DDB_JAKOB,2007-12-23 15:23:23,2013-05-26 08:18:46
