DBS0236288	DBS0235700	18-FEB-04
DBS0236288	DBS0235697	10-AUG-04
DBS0236288	DBS0235698	02-SEP-05
DBS0236288	DBS0235701	19-JAN-06
DBS0236288	DBS0238586	07-SEP-07
DBS0236288	DBS0266325	21-FEB-08
DBS0236257	DBS0235520	25-JUL-03
DBS0236257	DBS0235521	23-SEP-03
DBS0236257	DBS0235529	24-SEP-03
DBS0236257	DBS0235519	12-DEC-03
DBS0236257	DBS0235530	24-FEB-04
DBS0236257	DBS0235518	03-JUN-04
DBS0236257	DBS0235528	08-SEP-04
DBS0236257	DBS0235527	03-NOV-04
DBS0236257	DBS0235516	08-APR-05
DBS0236257	DBS0235524	15-APR-05
DBS0236257	DBS0235526	28-JUN-05
DBS0236257	DBS0235523	21-SEP-05
DBS0236257	DBS0235525	19-OCT-05
DBS0236257	DBS0235531	19-OCT-05
DBS0236257	DBS0237699	09-DEC-05
DBS0236257	DBS0235522	22-DEC-05
DBS0236257	DBS0235517	25-MAY-06
DBS0236257	DBS0235532	25-MAY-06
DBS0236257	DBS0237914	01-JUN-06
DBS0236257	DBS0238015	13-APR-07
DBS0236257	DBS0238585	07-SEP-07
DBS0236257	DBS0238747	09-NOV-07
DBS0236261	DBS0235520	25-JUL-03
DBS0236261	DBS0235521	23-SEP-03
DBS0236261	DBS0235529	24-SEP-03
DBS0236261	DBS0235519	12-DEC-03
DBS0236261	DBS0235530	24-FEB-04
DBS0236261	DBS0235518	03-JUN-04
DBS0236261	DBS0235528	08-SEP-04
DBS0236261	DBS0235527	03-NOV-04
DBS0236261	DBS0235516	08-APR-05
DBS0236261	DBS0235524	15-APR-05
DBS0236261	DBS0235526	28-JUN-05
DBS0236261	DBS0235523	21-SEP-05
DBS0236261	DBS0235525	19-OCT-05
DBS0236261	DBS0235531	19-OCT-05
DBS0236261	DBS0237699	09-DEC-05
DBS0236261	DBS0235522	22-DEC-05
DBS0236261	DBS0235517	25-MAY-06
DBS0236261	DBS0235532	25-MAY-06
DBS0236261	DBS0237914	01-JUN-06
DBS0236261	DBS0238015	13-APR-07
DBS0236261	DBS0238585	07-SEP-07
DBS0236261	DBS0238747	09-NOV-07
DBS0236262	DBS0235520	25-JUL-03
DBS0236262	DBS0235521	23-SEP-03
DBS0236262	DBS0235529	24-SEP-03
DBS0236262	DBS0235519	12-DEC-03
DBS0236262	DBS0235530	24-FEB-04
DBS0236262	DBS0235518	03-JUN-04
DBS0236262	DBS0235528	08-SEP-04
DBS0236262	DBS0235527	03-NOV-04
DBS0236262	DBS0235516	08-APR-05
DBS0236262	DBS0235524	15-APR-05
DBS0236262	DBS0235526	28-JUN-05
DBS0236262	DBS0235523	21-SEP-05
DBS0236262	DBS0235525	19-OCT-05
DBS0236262	DBS0235531	19-OCT-05
DBS0236262	DBS0237699	09-DEC-05
DBS0236262	DBS0235522	22-DEC-05
DBS0236262	DBS0235517	25-MAY-06
DBS0236262	DBS0235532	25-MAY-06
DBS0236262	DBS0237914	01-JUN-06
DBS0236262	DBS0238015	13-APR-07
DBS0236262	DBS0238585	07-SEP-07
DBS0236262	DBS0238747	09-NOV-07
DBS0236260	DBS0235520	25-JUL-03
DBS0236260	DBS0235521	23-SEP-03
DBS0236260	DBS0235529	24-SEP-03
DBS0236260	DBS0235519	12-DEC-03
DBS0236260	DBS0235530	24-FEB-04
DBS0236260	DBS0235518	03-JUN-04
DBS0236260	DBS0235528	08-SEP-04
DBS0236260	DBS0235527	03-NOV-04
DBS0236260	DBS0235516	08-APR-05
DBS0236260	DBS0235524	15-APR-05
DBS0236260	DBS0235526	28-JUN-05
DBS0236260	DBS0235523	21-SEP-05
DBS0236260	DBS0235525	19-OCT-05
DBS0236260	DBS0235531	19-OCT-05
DBS0236260	DBS0237699	09-DEC-05
DBS0236260	DBS0235522	22-DEC-05
DBS0236260	DBS0235517	25-MAY-06
DBS0236260	DBS0235532	25-MAY-06
DBS0236260	DBS0237914	01-JUN-06
DBS0236260	DBS0238015	13-APR-07
DBS0236260	DBS0238585	07-SEP-07
DBS0236260	DBS0238747	09-NOV-07
DBS0236259	DBS0235521
DBS0236390	DBS0236640	01-MAY-03
DBS0236390	DBS0236639	01-OCT-03
DBS0305825	DBS0237699
DBS0236531	DBS0235699	01-JAN-93
DBS0236531	DBS0235696	15-JUL-03
DBS0236531	DBS0235700	18-FEB-04
DBS0236531	DBS0235697	10-AUG-04
DBS0236531	DBS0235698	02-SEP-05
DBS0236531	DBS0235701	19-JAN-06
DBS0236531	DBS0238586	07-SEP-07
DBS0236531	DBS0266325	21-FEB-08
DBS0236527	LW6
DBS0236007	RI-19
DBS0235696	DBS0235542
